A,Z,Element,Elevel,T1/2 (num),Decay Time (sec),full name,Total amount (number atoms),Total amount (gram)
238.0,94.0,PU,0.0,2767999999.8645263,788400000.0,PU238-0.0,3.090548259012528e+21,1.2214103172921877
153.0,62.0,SM,98.39,0.0106,788400000.0,SM153-98.39,9.45468773985703,3.760325504912789e-21
88.0,35.0,BR,270.1,5.3e-06,788400000.0,BR88-270.1,0.0066861636072303296,2.6597312067553127e-24
130.0,53.0,I,39.9542,530.4,788400000.0,I130-39.9542,1975.060900220514,7.840461836679975e-19
70.0,31.0,GA,0.0,1268.4,788400000.0,GA70-0.0,0.016733750208418857,6.641962832521518e-24
89.0,39.0,Y,908.96,15.663,788400000.0,Y89-908.96,45003.83050914575,1.789195672275803e-17
138.0,57.0,LA,0.0,3.25e+18,788400000.0,LA138-0.0,40064871.26082721,1.5907288309028186e-14
143.0,59.0,PR,0.0,1172448.0,788400000.0,PR143-0.0,51998353.37933956,2.065460020372972e-14
133.0,56.0,BA,288.252,140148.0,788400000.0,BA133-288.252,0.25239802560459523,1.0017614271113292e-22
133.0,56.0,BA,0.0,333000000.0,788400000.0,BA133-0.0,484.1828420921078,1.9216995410432773e-19
73.0,32.0,GE,66.722,0.499,788400000.0,GE73-66.722,0.4904213560360778,1.9478667104556643e-22
166.0,67.0,HO,190.9021,0.000185,788400000.0,HO166-190.9021,4.247545909176259e-05,1.686114996252076e-26
117.0,51.0,SB,3130.82,0.000355,788400000.0,SB117-3130.82,5.577429552345739e-13,2.2042464405270495e-34
84.0,33.0,AS,0.0,4.02,788400000.0,AS84-0.0,973.10470277753,3.8711696516542735e-19
152.0,64.0,GD,0.0,3.408e+21,788400000.0,GD152-0.0,18356.900340680386,7.284684018033653e-18
79.0,36.0,KR,130.01,50.0,788400000.0,KR79-130.01,4.2237517717665574e-07,1.6761375010016386e-28
156.0,65.0,TB,88.4,19080.0,788400000.0,TB156-88.4,0.01972615834620769,7.82782635599262e-24
165.0,68.0,ER,0.0,37296.0,788400000.0,ER165-0.0,0.01830178901525685,7.263185645449819e-24
149.0,57.0,LA,0.0,1.05,788400000.0,LA149-0.0,193.03462467488993,7.687153996083803e-20
92.0,36.0,KR,0.0,1.84,788400000.0,KR92-0.0,2692.7950915341435,1.0715462259444515e-18
137.0,57.0,LA,0.0,1893000000000.0,788400000.0,LA137-0.0,1541217.794555937,6.118091281487944e-16
87.0,35.0,BR,0.0,55.65,788400000.0,BR87-0.0,73757.61336194837,2.93273211084559e-17
104.0,45.0,RH,0.0,42.3,788400000.0,RH104-0.0,0.45251770653774925,1.7964179872361938e-22
132.0,53.0,I,120.0,4993.2,788400000.0,I132-120.0,32335344.658150136,1.285550573165687e-14
130.0,51.0,SB,0.0,2370.0,788400000.0,SB130-0.0,12585768.616286324,5.005588598618692e-15
70.0,29.0,CU,242.6,6.6,788400000.0,CU70-242.6,0.6914681888251667,2.7454008094252574e-22
140.0,54.0,XE,0.0,13.6,788400000.0,XE140-0.0,68723.23120819831,2.734936311945627e-17
113.0,49.0,IN,391.691,5968.56,788400000.0,IN113-391.691,1.7533669415841752e-05,6.92945164730812e-27
135.0,53.0,I,0.0,23688.0,788400000.0,I135-0.0,368533679.00733095,1.466036537291819e-13
78.0,32.0,GE,0.0,5280.0,788400000.0,GE78-0.0,252508.59279435113,1.0039963287295134e-16
78.0,30.0,ZN,2672.5,3.19e-07,788400000.0,ZN78-2672.5,8.334395198112796e-07,3.3155825177561573e-28
154.0,60.0,ND,0.0,25.9,788400000.0,ND154-0.0,12098.656053753093,4.8147215022747126e-18
87.0,39.0,Y,380.82,48132.0,788400000.0,Y87-380.82,0.05357125841983813,2.1261885631495902e-23
123.0,50.0,SN,24.6,2403.6,788400000.0,SN123-24.6,347310.4201207917,1.3805873041973127e-16
121.0,48.0,CD,214.89,8.3,788400000.0,CD121-214.89,678.0415147144714,2.6957313674093113e-19
121.0,48.0,CD,0.0,13.5,788400000.0,CD121-0.0,0.0,0.0
121.0,49.0,IN,0.0,23.1,788400000.0,IN121-0.0,769.4608302591888,3.0565107937433353e-19
131.0,52.0,TE,0.0,1500.0,788400000.0,TE131-0.0,5979356.338230123,2.377238228079573e-15
159.0,66.0,DY,352.77,0.000122,788400000.0,DY159-352.77,1.6966399210204965e-10,6.733214044698441e-32
150.0,59.0,PR,0.0,6.19,788400000.0,PR150-0.0,7496.8873856892,2.9815128818507627e-18
119.0,52.0,TE,0.0,57780.0,788400000.0,TE119-0.0,1.634551085446229e-05,6.4598815245262136e-27
77.0,34.0,SE,161.9224,17.36,788400000.0,SE77-161.9224,108.62519205145688,4.3156385937864003e-20
69.0,30.0,ZN,0.0,3384.0,788400000.0,ZN69-0.0,117.19510719206878,4.652766529708442e-20
145.0,58.0,CE,0.0,180.6,788400000.0,CE145-0.0,162621.7129343097,6.462376945110712e-17
125.0,52.0,TE,144.775,4959360.0,788400000.0,TE125-144.775,1418457310.5780616,5.635966303199864e-13
140.0,57.0,LA,0.0,145029.312,788400000.0,LA140-0.0,1873532886.7745337,7.452527812387993e-13
164.0,64.0,GD,1095.5,5.8e-07,788400000.0,GD164-1095.5,9.613146680324435e-07,3.8187493429958745e-28
112.0,46.0,PD,0.0,75744.0,788400000.0,PD112-0.0,32815038.889856458,1.3054307203082626e-14
122.0,49.0,IN,0.0,1.5,788400000.0,IN122-0.0,87.09004491056862,3.4605473936758365e-20
136.0,53.0,I,201.0,46.6,788400000.0,I136-201.0,500088.3550382215,1.9897007101116035e-16
141.0,56.0,BA,0.0,1096.2,788400000.0,BA141-0.0,12311521.982681341,4.89681203414604e-15
153.0,61.0,PM,0.0,315.0,788400000.0,PM153-0.0,279388.2068700552,1.1111947333548615e-16
136.0,55.0,CS,0.0,1124064.0,788400000.0,CS136-0.0,206131112.1553927,8.187752251329766e-14
106.0,43.0,TC,0.0,35.6,788400000.0,TC106-0.0,161374.024728149,6.417539112522441e-17
72.0,29.0,CU,0.0,6.63,788400000.0,CU72-0.0,2.807512596048235,1.114766758788873e-21
101.0,42.0,MO,0.0,876.6,788400000.0,MO101-0.0,12886604.507432967,5.125025714397937e-15
120.0,49.0,IN,0.0,3.08,788400000.0,IN120-0.0,27.926135553029333,1.1089063523097208e-20
172.0,69.0,TM,0.0,228960.0,788400000.0,TM172-0.0,130.5581056673799,5.1864167291007445e-20
73.0,31.0,GA,0.0,17496.0,788400000.0,GA73-0.0,17219.34012580513,6.839218029541359e-18
125.0,50.0,SN,27.5,571.2,788400000.0,SN125-27.5,163052.7132613682,6.478604151783748e-17
125.0,50.0,SN,0.0,832896.0,788400000.0,SN125-0.0,0.0,0.0
92.0,38.0,SR,0.0,9399.6,788400000.0,SR92-0.0,64769576.35477783,2.5758368935268358e-14
144.0,58.0,CE,0.0,24620000.0,788400000.0,CE144-0.0,77405354697.5314,3.077367133162054e-11
87.0,37.0,RB,0.0,1.568e+18,788400000.0,RB87-0.0,969921230834.1022,3.856328014865916e-10
94.0,41.0,NB,40.892,375.78,788400000.0,NB94-40.892,5.036726169035767,1.9998397345915315e-21
94.0,41.0,NB,0.0,640600000000.0,788400000.0,NB94-0.0,7300444.439650143,2.8986310085851107e-15
155.0,63.0,EU,0.0,150000000.0,788400000.0,EU155-0.0,8834177711.999529,3.5104277800190706e-12
137.0,56.0,BA,661.659,153.12,788400000.0,BA137-661.659,691052.0484778556,2.7479171346999576e-16
131.0,55.0,CS,0.0,837129.6,788400000.0,CS131-0.0,2.1937256187049208,8.707027041589557e-22
98.0,43.0,TC,0.0,132500000000000.0,788400000.0,TC98-0.0,172192.44681159346,6.837108081815577e-17
67.0,29.0,CU,3463.6,2.4e-09,788400000.0,CU67-3463.6,1.432454510176066e-13,5.686438419392007e-35
117.0,50.0,SN,314.58,1209600.0,788400000.0,SN117-314.58,62610376.83295418,2.4872091314653784e-14
107.0,45.0,RH,0.0,1302.0,788400000.0,RH107-0.0,2214396.08011303,8.803027085412418e-16
125.0,48.0,CD,1e-06,0.48,788400000.0,CD125-1e-06,0.13893389284327737,5.52711306111583e-23
81.0,32.0,GE,0.0,7.6,788400000.0,GE81-0.0,1057.7524930557383,4.206942606112175e-19
100.0,39.0,Y,0.0,0.732,788400000.0,Y100-0.0,1018.1610475061974,4.0521094128355974e-19
134.0,53.0,I,316.49,211.2,788400000.0,I134-316.49,3812859.086979873,1.5166855256484462e-15
110.0,42.0,MO,0.0,0.296,788400000.0,MO110-0.0,0.04002439559430245,1.5969721023939905e-23
115.0,48.0,CD,0.0,192456.0,788400000.0,CD115-0.0,10318.33294588397,4.0884600212094165e-18
113.0,43.0,TC,0.0,0.16,788400000.0,TC113-0.0,0.08220637213833694,3.2744085409544614e-23
148.0,57.0,LA,0.0,1.26,788400000.0,LA148-0.0,818.5808862895079,3.258709493197676e-19
85.0,38.0,SR,238.79,4057.8,788400000.0,SR85-238.79,0.024672083966197543,9.792668409319709e-24
85.0,38.0,SR,0.0,5602953.6,788400000.0,SR85-0.0,34.06930896046145,1.3522544632003753e-20
96.0,37.0,RB,1134.6,2e-06,788400000.0,RB96-1134.6,0.00041397760954514656,1.6478427258772238e-25
148.0,59.0,PR,76.8,120.6,788400000.0,PR148-76.8,68215.07636278003,2.7112145909513033e-17
75.0,30.0,ZN,0.0,10.2,788400000.0,ZN75-0.0,25.548602968417818,1.0152221528554085e-20
70.0,29.0,CU,101.1,33.0,788400000.0,CU70-101.1,3.457340944975182,1.372700405049189e-21
122.0,51.0,SB,163.5591,251.46,788400000.0,SB122-163.5591,26.595677948481,1.0552136877967549e-20
145.0,61.0,PM,0.0,558600000.0,788400000.0,PM145-0.0,122.49069013637708,4.859523596759008e-20
80.0,32.0,GE,0.0,29.5,788400000.0,GE80-0.0,3486.720240169133,1.3857449302212904e-18
96.0,38.0,SR,0.0,1.07,788400000.0,SR96-0.0,5868.213603573592,2.3347084201450085e-18
91.0,37.0,RB,0.0,58.2,788400000.0,RB91-0.0,306162.305002023,1.217636249106543e-16
154.0,61.0,PM,1e-06,103.8,788400000.0,PM154-1e-06,69179.23043227057,2.7522152122141397e-17
162.0,64.0,GD,0.0,504.0,788400000.0,GD162-0.0,2529.0666197823875,1.0044140439329289e-18
80.0,33.0,AS,0.0,15.2,788400000.0,AS80-0.0,2381.8983675111353,9.465572396483449e-19
151.0,60.0,ND,0.0,746.4,788400000.0,ND151-0.0,484379.4159214138,1.925398963284788e-16
144.0,61.0,PM,0.0,31360000.0,788400000.0,PM144-0.0,0.07942481022827957,3.150588429926194e-23
154.0,63.0,EU,145.3,2760.0,788400000.0,EU154-145.3,169.61592561659552,6.733064603742976e-20
154.0,63.0,EU,0.0,271400000.0,788400000.0,EU154-0.0,14491939.968827477,5.752652388658892e-15
66.0,28.0,NI,0.0,196560.0,788400000.0,NI66-0.0,175.38439791116633,6.965237399648223e-20
142.0,56.0,BA,0.0,636.0,788400000.0,BA142-0.0,6883670.366139464,2.7380048202001133e-15
76.0,31.0,GA,0.0,32.6,788400000.0,GA76-0.0,265.9911652610818,1.0567759978746886e-19
152.0,59.0,PR,0.0,3.57,788400000.0,PR152-0.0,1898.5197718314807,7.556006842992437e-19
118.0,48.0,CD,0.0,3018.0,788400000.0,CD118-0.0,63855.32436101644,2.53583467978522e-17
95.0,38.0,SR,0.0,23.9,788400000.0,SR95-0.0,179648.96049884334,7.146049315297744e-17
119.0,48.0,CD,146.54,132.0,788400000.0,CD119-146.54,13923.657746230248,5.5359627313666375e-18
119.0,49.0,IN,311.37,1080.0,788400000.0,IN119-311.37,113920.83724070626,4.529424098006322e-17
137.0,55.0,CS,0.0,949300000.0,788400000.0,CS137-0.0,4276730621479.016,1.7006138488740963e-09
147.0,58.0,CE,0.0,56.4,788400000.0,CE147-0.0,275030.8091837701,1.0940838382921036e-16
90.0,37.0,RB,0.0,158.0,788400000.0,RB90-0.0,196334.65950754387,7.804992211277695e-17
67.0,27.0,CO,0.0,0.425,788400000.0,CO67-0.0,0.0007989682570475493,3.1724728220418043e-25
109.0,44.0,RU,0.0,34.4,788400000.0,RU109-0.0,136619.5606989727,5.4383836941682654e-17
114.0,46.0,PD,0.0,145.2,788400000.0,PD114-0.0,22844.243959344436,9.08399808329395e-18
156.0,61.0,PM,150.3,5.0,788400000.0,PM156-150.3,909.3001059284825,3.617063495143036e-19
156.0,61.0,PM,0.0,26.7,788400000.0,PM156-0.0,4855.662566704537,1.9315119068224242e-18
70.0,29.0,CU,0.0,44.5,788400000.0,CU70-0.0,2.2518290189527663,8.940647322933182e-22
97.0,41.0,NB,743.35,58.7,788400000.0,NB97-743.35,200075.99566952372,7.954670720713722e-17
129.0,49.0,IN,1687.97,8.7e-06,788400000.0,IN129-1687.97,0.00041016028082414054,1.6322204834921182e-25
129.0,49.0,IN,0.0,0.611,788400000.0,IN129-0.0,28.805509377757197,1.146306569454395e-20
101.0,37.0,RB,0.0,0.032,788400000.0,RB101-0.0,5.633449437526061e-06,2.2551647303796685e-27
133.0,53.0,I,1634.148,9.0,788400000.0,I133-1634.148,115441.18126827313,4.590791496786022e-17
133.0,54.0,XE,233.221,189907.2,788400000.0,XE133-233.221,2450915433.090326,9.746545380484338e-13
121.0,52.0,TE,0.0,1656288.0000000002,788400000.0,TE121-0.0,3.9815138334072926,1.5764211387266761e-21
114.0,47.0,AG,0.0,4.6,788400000.0,AG114-0.0,726.2931628367272,2.8880767323417685e-19
88.0,40.0,ZR,2887.79,1.32e-06,788400000.0,ZR88-2887.79,2.077089809784579e-15,8.241886490639087e-37
88.0,40.0,ZR,0.0,7205760.000000001,788400000.0,ZR88-0.0,0.01133997920942279,4.499698589753269e-24
124.0,51.0,SB,10.8627,93.0,788400000.0,SB124-10.8627,21.283290479564155,8.45502014319669e-21
157.0,63.0,EU,0.0,54648.0,788400000.0,EU157-0.0,7763155.156683125,3.086427891669184e-15
129.0,52.0,TE,0.0,4176.0,788400000.0,TE129-0.0,9151098.286636623,3.639563339565432e-15
171.0,69.0,TM,0.0,60591000.0,788400000.0,TM171-0.0,43684.64975747743,1.7345704237903e-17
81.0,37.0,RB,86.31,1830.0,788400000.0,RB81-86.31,5.363116924217839e-08,2.120122157142949e-29
81.0,37.0,RB,0.0,16459.2,788400000.0,RB81-0.0,4.775133629674618e-07,1.8876833638825894e-28
124.0,51.0,SB,0.0,5201280.0,788400000.0,SB124-0.0,879748.1879219331,3.494897532910763e-16
117.0,44.0,RU,185.0,2.487e-06,788400000.0,RU117-185.0,2.7897151355714375e-07,1.112663910803332e-28
117.0,48.0,CD,136.4,12096.0,788400000.0,CD117-136.4,627446.0475512053,2.492544656048178e-16
89.0,38.0,SR,0.0,4368643.2,788400000.0,SR89-0.0,12552215221.166344,4.990323924123166e-12
160.0,65.0,TB,0.0,6246720.0,788400000.0,TB160-0.0,163149.58441925002,6.478878319386641e-17
146.0,58.0,CE,0.0,809.4,788400000.0,CE146-0.0,4980444.936867373,1.9811225934098908e-15
99.0,40.0,ZR,0.0,2.1,788400000.0,ZR99-0.0,28766.58667036358,1.1442267628660939e-17
77.0,32.0,GE,159.71,53.7,788400000.0,GE77-159.71,328.76964040878283,1.306200720907746e-19
170.0,67.0,HO,0.0,165.6,788400000.0,HO170-0.0,0.7321581237101041,2.907587050859148e-22
80.0,35.0,BR,0.0,1060.8,788400000.0,BR80-0.0,4.65533954004079,1.848208003984891e-21
115.0,47.0,AG,41.1,18.0,788400000.0,AG115-41.1,89.48281087115876,3.5524894295341117e-20
127.0,49.0,IN,1863.0,1.04,788400000.0,IN127-1863.0,110.0461584215976,4.377607383115417e-20
78.0,30.0,ZN,0.0,1.47,788400000.0,ZN78-0.0,3.8406147151779293,1.5278703138488125e-21
157.0,64.0,GD,426.538,1.85e-05,788400000.0,GD157-426.538,0.0026297371254245324,1.0455138886608105e-24
99.0,39.0,Y,2141.7,8.6e-06,788400000.0,Y99-2141.7,0.032948428673661385,1.3110404280658776e-23
99.0,39.0,Y,0.0,1.484,788400000.0,Y99-0.0,5685.519552591656,2.2623069712472302e-18
131.0,49.0,IN,0.0,0.28,788400000.0,IN131-0.0,10.798436891112933,4.299597536621627e-21
82.0,35.0,BR,45.9492,367.8,788400000.0,BR82-45.9492,585.6819329274846,2.3258877476731996e-19
87.0,38.0,SR,388.533,10134.0,788400000.0,SR87-388.533,184.51255702047223,7.325333310710612e-20
128.0,51.0,SB,1e-06,624.0,788400000.0,SB128-1e-06,1197513.8599401487,4.761934083969529e-16
114.0,49.0,IN,501.948,0.0431,788400000.0,IN114-501.948,2.5253103721025008e-08,9.98245668658655e-30
134.0,54.0,XE,1965.5,0.29,788400000.0,XE134-1965.5,5348.159785183493,2.1273451157354734e-18
118.0,51.0,SB,0.0,216.0,788400000.0,SB118-0.0,2.5002811653045764e-05,9.88763635392089e-27
147.0,61.0,PM,0.0,82790000.0,788400000.0,PM147-0.0,421987509529.7829,1.6785881042705246e-10
133.0,54.0,XE,0.0,453383.1,788400000.0,XE133-0.0,5851316052.194108,2.3268904523712023e-12
126.0,49.0,IN,0.0,1.53,788400000.0,IN126-0.0,131.17154161078804,5.216078526941888e-20
98.0,38.0,SR,0.0,0.653,788400000.0,SR98-0.0,594.4443364908942,2.3661965295347054e-19
93.0,37.0,RB,0.0,5.84,788400000.0,RB93-0.0,24858.179087879882,9.889266323225712e-18
112.0,44.0,RU,0.0,1.75,788400000.0,RU112-0.0,652.4489944353637,2.5958659316075663e-19
122.0,47.0,AG,0.0,0.529,788400000.0,AG122-0.0,1.029350529475788,4.097132694496282e-22
136.0,53.0,I,0.0,83.4,788400000.0,I136-0.0,0.0,0.0
79.0,32.0,GE,0.0,18.98,788400000.0,GE79-0.0,1188.2158907126377,4.719997186860778e-19
108.0,45.0,RH,0.0,16.8,788400000.0,RH108-0.0,1752.7362244762774,6.966742664487338e-19
101.0,40.0,ZR,0.0,2.3,788400000.0,ZR101-0.0,16424.03337037123,6.5341313348160784e-18
138.0,58.0,CE,2129.7,0.00873,788400000.0,CE138-2129.7,7.367167951525195e-08,2.924020450878676e-29
73.0,29.0,CU,0.0,4.2,788400000.0,CU73-0.0,1.5442685203257809,6.134327983406728e-22
139.0,55.0,CS,0.0,556.2,788400000.0,CS139-0.0,2778505.999687083,1.1048242453584498e-15
130.0,49.0,IN,0.0,0.29,788400000.0,IN130-0.0,39.766283677354025,1.582586456410172e-20
84.0,35.0,BR,320.0,360.0,788400000.0,BR84-320.0,383007.707874319,1.5229936613986217e-16
84.0,35.0,BR,0.0,1905.6,788400000.0,BR84-0.0,0.0,0.0
113.0,48.0,CD,263.7,445000000.0,788400000.0,CD113-263.7,474702294.24316925,1.8823628359755977e-13
113.0,48.0,CD,0.0,2.537e+23,788400000.0,CD113-0.0,81943.05183155154,3.249135525021307e-17
148.0,61.0,PM,0.0,463795.2,788400000.0,PM148-0.0,9412.787000256329,3.735885433467432e-18
126.0,51.0,SB,17.7,1149.0,788400000.0,SB126-17.7,6297.114628529246,2.5019049309784972e-18
126.0,51.0,SB,0.0,1067040.0,788400000.0,SB126-0.0,1018000.8376940194,4.044616331830662e-16
162.0,67.0,HO,0.0,900.0,788400000.0,HO162-0.0,0.0005287804255933743,2.0984325619092347e-25
98.0,39.0,Y,465.7,2.32,788400000.0,Y98-465.7,2111.9615018158106,8.406701299582495e-19
98.0,40.0,ZR,0.0,30.7,788400000.0,ZR98-0.0,300574.21041378437,1.1955033832680127e-16
141.0,57.0,LA,0.0,14112.0,788400000.0,LA141-0.0,159588811.38204378,6.347454970927069e-14
142.0,59.0,PR,0.0,68832.0,788400000.0,PR142-0.0,105.67396229973811,4.194446456637582e-20
107.0,46.0,PD,214.6,21.3,788400000.0,PD107-214.6,35977.23742357543,1.4302255489761273e-17
123.0,52.0,TE,247.5,10299000.0,788400000.0,TE123-247.5,33531.243310016514,1.3311021940295469e-17
123.0,52.0,TE,0.0,2.903e+24,788400000.0,TE123-0.0,1746584.2159896535,6.933482379124295e-16
137.0,58.0,CE,0.0,32400.0,788400000.0,CE137-0.0,0.002706409635764142,1.0740787991166233e-24
121.0,47.0,AG,0.0,0.78,788400000.0,AG121-0.0,7.5098680613360385,2.988151777369315e-21
74.0,29.0,CU,0.0,1.63,788400000.0,CU74-0.0,0.6003380967094674,2.384559817756352e-22
82.0,33.0,AS,131.6,13.6,788400000.0,AS82-131.6,2938.868617625569,1.1681754492382757e-18
150.0,57.0,LA,0.0,0.59,788400000.0,LA150-0.0,17.159724405801896,6.835905134418776e-21
116.0,46.0,PD,0.0,11.8,788400000.0,PD116-0.0,1400.4875280393312,5.570363908247677e-19
102.0,42.0,MO,0.0,678.0,788400000.0,MO102-0.0,10679218.244129857,4.247356139630689e-15
102.0,43.0,TC,1e-06,261.0,788400000.0,TC102-1e-06,4111026.5000434685,1.6350441807577741e-15
135.0,52.0,TE,1555.3,5.11e-07,788400000.0,TE135-1555.3,0.0033385102848518945,1.3285787488531669e-24
69.0,28.0,NI,0.0,11.4,788400000.0,NI69-0.0,0.30655847596173624,1.2170984154603426e-22
145.0,56.0,BA,0.0,4.31,788400000.0,BA145-0.0,11232.515561889444,4.470557998939782e-18
97.0,41.0,NB,0.0,4326.0,788400000.0,NB97-0.0,14744953.73583026,5.86233502721782e-15
144.0,59.0,PR,59.03,432.0,788400000.0,PR144-59.03,1358551.6804830972,5.401126210578785e-16
144.0,59.0,PR,0.0,1036.8,788400000.0,PR144-0.0,3258665.5625602296,1.2955314276166559e-15
129.0,54.0,XE,236.14,767232.0000000001,788400000.0,XE129-236.14,0.1334713771749554,5.275168403337616e-23
140.0,55.0,CS,0.0,63.7,788400000.0,CS140-0.0,723363.2107263776,2.8777384861189603e-16
159.0,62.0,SM,0.0,11.37,788400000.0,SM159-0.0,730.0594083497824,2.9050709317731974e-19
77.0,33.0,AS,475.48,0.000114,788400000.0,AS77-475.48,0.0007135213151559381,2.8347938455287636e-25
77.0,33.0,AS,0.0,139644.0,788400000.0,AS77-0.0,874027.3567507516,3.472478407963101e-16
83.0,34.0,SE,228.92,70.1,788400000.0,SE83-228.92,22205.6901835308,8.827443519169937e-18
134.0,56.0,BA,2957.2,2.63e-06,788400000.0,BA134-2957.2,6.783758607549662e-10,2.6926998085308307e-31
125.0,48.0,CD,0.0,0.68,788400000.0,CD125-0.0,0.0008069743609378352,3.210331503023849e-25
134.0,53.0,I,0.0,3150.0,788400000.0,I134-0.0,55559965.65369909,2.210073695045682e-14
80.0,30.0,ZN,0.0,0.54,788400000.0,ZN80-0.0,0.09904054908657405,3.9389392309899166e-23
101.0,44.0,RU,527.3,1.75e-05,788400000.0,RU101-527.3,0.2571752506525948,1.0227900881657523e-22
97.0,43.0,TC,96.5,7862400.0,788400000.0,TC97-96.5,45.056144746102866,1.7886902475194623e-20
97.0,43.0,TC,0.0,132900000000000.0,788400000.0,TC97-0.0,3094.476608779431,1.2284689250284143e-18
79.0,33.0,AS,0.0,540.6,788400000.0,AS79-0.0,50072.986115458756,1.9891215799198106e-17
155.0,64.0,GD,121.05,0.032,788400000.0,GD155-121.05,1.8846455671732194,7.488995896196269e-22
98.0,41.0,NB,0.0,2.86,788400000.0,NB98-0.0,903.7479101958473,3.592158085613612e-19
